時間,ツイート本文,いいね,リツイート,ID
2021-01-23 10:17:00+00:00,"【NumPy20本ノック】
先日公開した「Pandas20本ノック」に続き、数値計算に特化したPythonライブラリ「NumPy20本ノック」を作成しました！懐かしのベクトルや行列に触れながら、NumPyの使い方を習得しましょう！

https://t.co/9CN4Mwym64 https://t.co/9QlIWSgjk4",29,6,1352923278055075840
2021-01-23 01:16:07+00:00,"【PythonでOCR（光学文字認識）】
PythonでOCRを実装すると添付のような結果になります。ニッチな動画はYouTubeウケがあまり良くないため、作成しようか正直迷っています。笑
興味ある方が多そうであれば公開しようと思っていますので、視聴したい方は是非いいね、リツイートよろしくお願いします！ https://t.co/ZkIdzW37gf",71,16,1352787160345153538
2021-01-23 00:58:07+00:00,昨年中頃からフォントは「Noto Sans JP」を使うようにしています。知り合うデザイナーみんなこのフォント使ってました。知らなかったです。,11,1,1352782632682090496
2021-01-22 03:35:34+00:00,新勤務先、直近まではSlackのDM率80%以上の超クローズドな環境だったのですが、Slack利用ルールを作成し、運用し始めてからはDM率が30%未満になりました。ひとまず30％未満を最初の目標としていたので良かったですが、3月末までには10％未満に持っていこうと思っています。,18,1,1352459869098401793
2021-01-20 11:29:25+00:00,"大学生の頃に開花した予知能力は未だ健在してました。
電車内で座っている人がいつ頃離席しそうかを見破る能力が僕にはあります。週5授業、週3途中下車しちゃうくらいの腹弱い系男児なのですが、人間死にそうになったら何かしらの力が芽生えるんだと思います。ストッパ下痢止めも僕は無効化します。",10,1,1351854337882931207
2021-01-20 11:09:30+00:00,是非是非楽しんで下さい！！ https://t.co/jWxt5es3fb,2,0,1351849326910218243
2021-01-20 10:18:00+00:00,"【PC操作自動化】
PythonのGUI自動化モジュールPyAutoGUIを用いてPC操作の自動化を行う講座を公開しました！
PyAutoGUIを用いれば、みなさんが普段行っているPC操作、つまり、マウス操作やキーボード操作を簡単に自動化できてしまいます！
https://t.co/cTREiW8bxX https://t.co/rQVTZwK1I3",52,6,1351836366016049154
2021-01-20 07:23:10+00:00,"マインドマップツールでおすすめありませんか？
今までSimpleMindを使っていたのですが、他のサービスに移行しようかと思い。",2,0,1351792366944862209
2021-01-19 13:49:13+00:00,久しぶりにプログラミングできる自分最強だって思いました。たまにあるやつです。,12,1,1351527134221668352
2021-01-19 13:22:15+00:00,近々こちらの動画出す予定です！！ https://t.co/6FKz9dJMEE,16,2,1351520346780753921
2021-01-19 09:20:32+00:00,こちら本日納品完了しました。 https://t.co/h09hPw8S6n,13,0,1351459517322575874
2021-01-16 13:33:55+00:00,やはりGASの講座は全然視聴されないので、一旦お預けかな。。。。 https://t.co/zbHGxoHlH8,4,0,1350436120778080264
2021-01-16 10:24:00+00:00,"【GAS業務活用講座】
Google Apps Scriptでメルマガ配信システムを作成する講座を公開しました！
下記一連の流れを習得できます！

スプレッドシート上の購読者リスト取得
↓
メール送信
↓
送信履歴作成
↓
送信メニュー作成

GASを学びたい人にはとっておきの講座です！
https://t.co/AFZBGbZ8jQ https://t.co/J4vMEQTrRV",21,2,1350388324716875776
2021-01-16 01:24:37+00:00,がんばります！！😂 https://t.co/v2pDMXvXz9,6,0,1350252583428886528
2021-01-16 01:24:19+00:00,"いつもありがとうございます！！！
がんばります😂 https://t.co/W4PRWYVMov",3,0,1350252509089042435
2021-01-16 01:23:22+00:00,たくさん寝たので今日はなんでもできそうな気がします。 https://t.co/n8FHUFfbKH,6,0,1350252271846637572
2021-01-16 00:57:20+00:00,"こちら徐々に作り始めていきますが、
他の講座と連携して出していきたいので、2月末もしくは3月中の公開を目指します！ https://t.co/ezjKDqxukW",43,5,1350245717256728577
2021-01-13 10:24:00+00:00,"【Python×Excel】
Python×Excel講座の第3弾を公開しました！
今回の内容が、Python×Excelの最終回となります！Excelの書式設定やPDF出力といった細かな部分に関してお伝えしていますので、是非ご覧になってみてください！
https://t.co/XNKxGoU0bv https://t.co/byzq9tFWUk",19,2,1349301160969031682
2021-01-12 09:24:28+00:00,資料をマークダウンで統一できていることがなんて素晴らしいことかと新しい職場で痛感。笑 https://t.co/czQ4TlLTo9,4,1,1348923791280283650
2021-01-12 07:34:21+00:00,強化学習を学び始めてみたい！という方は参加おすすめします！ https://t.co/mIjmTeXzfh,5,0,1348896080918765568
2021-01-12 01:49:33+00:00,"地元の先輩が市議会議員を務めているのですが、
熊谷市長（千葉市）との対話会をYouTubeで配信してます。こうやって都道府県や市区町村に関する取り組みがオンラインで配信されていくのはコロナあってこその変化ですよね。こういう取り組みがどんどん増えてほしいなと思いました。 https://t.co/i0ACvPbYQa",8,2,1348809310453657602
2021-01-12 01:33:31+00:00,今こちらをBGMに業務してます。 https://t.co/i0ACvPbYQa,2,1,1348805274933497856
2021-01-10 10:22:26+00:00,"Python×Excel第1弾はこちらです！
まだご覧になっていない方は先にこちらをご視聴ください！ https://t.co/yPP3NJ1uiT",15,2,1348213604265336833
2021-01-10 10:21:38+00:00,"【Python×Excel】
Python×Excel講座の第2弾を公開しました！
データの集計やExcelでよく使われる機能であるVLOOKUP関数、ピボットテーブルの実装、グラフの作成についてお伝えしています！
今回もかなり面白い内容になっていますので、是非ご覧になってみてください。
https://t.co/C00StSpZZb https://t.co/8RHa9oK4Xr",37,7,1348213403081351172
2021-01-09 05:31:51+00:00,頑張ります😂 https://t.co/bQEScaxL6C,3,0,1347778088067743746
2021-01-09 02:57:54+00:00,"YouTubeのコンテンツで「Python鬼の100本ノック」という謎企画を作っているのですが、視聴したい人いますか？めちゃくちゃ工数かかるので、重い腰を上げるためにも需要があるかを先に知りたいです。。。
多そうであれば作成しようと思っています！
視聴したい方は是非いいね、リツイートお願いします！ https://t.co/vnUuiWneWx",382,55,1347739347865407489
2021-01-08 07:50:18+00:00,"ありがとうございます！！
活用向けの講座も出していきますね！ https://t.co/AmNZ0o4o18",3,0,1347450542197391361
2021-01-07 22:17:00+00:00,"【PythonでPC操作自動化】
この動画に映っているすべての操作を実はPythonで制御しているんですが、この方法をYouTubeに公開したら視聴したい方ってどれくらいいますかね？
多そうであればプチ講座として公開しようと思っています！視聴したい方は是非いいね、リツイートよろしくお願いします！ https://t.co/Nh6YQEKwPP",87,22,1347306266121666562
2021-01-07 12:38:52+00:00,教育と実務のギャップ問題。 https://t.co/RtVHveiiS6,0,0,1347160776017027072
2021-01-07 08:44:00+00:00,"最近のプログラミング学習の障壁は圧倒的に下がっていますよね。ProgateやUdemy、YouTubeで初学者でも理解できるコンテンツが多数あり、挫折しそうなときはMENTAで見つけたメンターにアドバイスをもらえる。
僕がプログラミングを始めた当初では考えられないくらいの素晴らしい環境が格安で手に入る。",44,2,1347101667913699328
2021-01-06 10:31:00+00:00,"【Python×Excel自動化】
お待たせいたしました。ご要望の多かったExcel操作自動化の講座を作成しました！まずは、請求書ファイルの請求情報を自動集約する方法をお伝えします！
Python×Excelでよく使われるopenpyxlではなく、みんな大好きPandasを使いました。Pandas最強。
https://t.co/uPEK8iRkIL https://t.co/iq1kc8Rv8T",24,3,1346766207718866944
2021-01-06 05:40:52+00:00,"このPRいいな〜。
続きが見たくなるし、下の文章も読みたくなる。

カクテルメイク、リチカに社名変更 https://t.co/ttOSscfa3b @PRTIMES_JPより",13,4,1346693193111228416
2021-01-05 13:20:11+00:00,"これも入社時の能力うんぬんの話ではなく、役割をしっかり見つけられるかどうかが重要だと思います。

当時在籍していたインターン生で一番スキルがなかった今西が成長できたのは、元の能力ではなく、会社が必要としている役割をしっかり認識し、その役割を全うしたからだと思っています。 https://t.co/Vwq9nxFWiW",4,0,1346446396862337026
2021-01-05 12:49:52+00:00,ファーストキャリアで、少人数のベンチャー（できれば5名未満）にジョインするのはめちゃくちゃオススメです。しんどい部分も多いですが、その分得られるものもかなり大きいです。,15,0,1346438766123044864
2021-01-05 12:40:33+00:00,キカガクの会長が紹介してくれてる！！！！ https://t.co/tlVSbRRrec,3,0,1346436424703246336
2021-01-05 09:29:48+00:00,ありがとうございます！！ https://t.co/AQ2IYLlkR1,2,0,1346388419761504256
2021-01-05 00:50:51+00:00,"色々な人に退職連絡した際に、どの方からも「今西さんなら、どこでも大丈夫だと思いますが〜」という一言をいただき、お世辞であると認識しつつも、このようにおっしゃっていただけたのはすごく嬉しかったです。
私自身も3年半でどこでもやっていけそうな根拠のない自信が身についたことは確かです。",28,0,1346257819733876741
2021-01-04 22:07:57+00:00,キカガク新時代の幕開け https://t.co/ytvk5xbuFi,9,0,1346216825999089664
2021-01-04 11:12:00+00:00,"【GAS超入門講座】
Google Apps Script を学び始めるのに最適な2時間コースを作成しました！GASの基礎を習得するならこの動画1本で大丈夫です！GASを用いた業務効率化に興味がある方は是非トライしてみてください！
※GASの最新エディタにもしっかり対応しています。
https://t.co/oBA4zOvGZF https://t.co/vTlyVF5jsO",28,3,1346051749866393601
2021-01-04 01:41:50+00:00,"デザイン学ぶって楽しいな。
Figma非常に使いやすいし、使ってて楽しい。",9,0,1345908262814662657
2021-01-01 02:03:29+00:00,フィードバックを行うとき、良くない点、改善してほしい点のみを挙げる人がいるがこれは違う。良い点も含めてフィードバックする必要がある。指摘事項しかなかったら気持ちよくないし、結局良かった点は1つもないのか、ってなるので、誰かにフィードバックするときは意識しなければいけない。,9,0,1344826547715198978
2021-01-01 01:02:28+00:00,中3受験生の弟に合格したらAirPods Pro買ってほしいと言われました。現場からは以上です。,18,0,1344811192968101888
2021-01-01 00:29:35+00:00,"いつも刺激をもらってるおざけんさん！！
ありがとう！！！ https://t.co/fJ2yGmNVnz",0,0,1344802916113154048
2020-12-31 10:42:26+00:00,大島姉さん、ありがとうございます！！ https://t.co/2zKs4WfYpY,1,0,1344594760346963970
